0.000,27.75,27.75,27.75,27.75,27.75,26.56,0,0,0.0,0
0.000,27.75,27.50,27.75,27.75,27.69,26.56,0,0,0.0,0
0.040,27.75,27.75,27.75,27.75,27.75,26.56,0.0,0.0,0.0,0
0.073,27.75,27.50,27.50,27.50,27.56,26.56,0.0,0.0,0.0,0
0.107,27.75,27.50,27.50,27.75,27.62,26.56,3.4e-05,0.0,0.0,0
0.140,27.50,27.50,27.50,27.50,27.50,26.56,6.3e-05,0.0,0.0,0
0.173,27.50,27.50,27.50,27.50,27.50,26.56,9.3e-05,0.0,0.0,0
0.207,27.50,27.25,27.25,27.50,27.38,26.62,0.000123,0.0,0.0,0
0.241,27.25,27.00,27.00,27.25,27.12,26.62,0.000152,0.0,0.0,0
0.274,27.25,27.00,26.75,27.25,27.06,26.62,9.3e-05,0.0,0.0,0
0.308,27.00,26.50,26.50,27.00,26.75,26.62,0.0,0.0,0.0,0
0.341,27.00,26.50,26.25,26.50,26.56,26.56,4e-06,0.0,0.0,0
0.374,26.75,26.25,26.00,26.50,26.38,26.62,0.0,0.0,0.0,0
0.408,26.50,26.00,25.75,26.25,26.12,26.56,0.0,0.0,0.0,0
0.441,26.25,25.75,25.50,26.00,25.88,26.56,0.0,0.0,0.0,0
0.475,26.00,25.25,25.25,25.75,25.56,26.56,0.0,0.0,0.0,0
0.508,25.75,25.25,25.00,25.50,25.38,26.50,0.0,0.0,0.0,0
0.542,25.50,25.00,24.50,25.25,25.06,26.56,0.0,0.0,0.0,0
0.576,25.25,24.75,24.50,25.00,24.88,26.62,4e-06,0.0,0.0,0
0.609,25.00,24.50,24.25,24.75,24.62,26.50,9.3e-05,0.0,0.0,0
0.643,24.75,24.25,24.00,24.50,24.38,26.56,0.000137,0.0,0.0,0
0.676,24.50,23.75,23.50,24.25,24.00,26.50,0.000137,0.0,0.0,0
0.710,24.25,23.75,23.50,24.00,23.88,26.56,0.000152,0.0,0.0,0
0.744,24.00,23.50,23.00,23.75,23.56,26.50,0.000108,0.0,0.0,0
0.777,24.00,23.00,23.00,23.50,23.38,26.56,0.0,0.0,0.0,0
0.811,23.50,23.00,22.75,23.25,23.12,26.56,0.0,0.0,0.0,0
0.844,23.50,22.50,22.25,23.25,22.88,26.62,0.0,0.0,0.0,0
0.878,23.25,22.25,22.00,23.00,22.62,26.62,0.0,0.0,0.0,0
0.911,23.00,22.00,22.00,22.75,22.44,26.62,0.0,0.0,0.0,0
0.945,22.75,22.00,21.50,22.25,22.12,26.56,7.8e-05,0.0,0.0,0
0.978,22.50,21.75,21.50,22.00,21.94,26.56,9.3e-05,0.0,0.0,0
1.012,22.25,21.50,21.25,22.00,21.75,26.62,0.000167,0.0,0.0,0
1.045,22.00,21.25,21.00,21.50,21.44,26.62,0.000137,0.0,0.0,0
1.079,21.75,21.00,20.75,21.50,21.25,26.56,0.000167,0.0,0.0,0
1.112,21.50,20.75,20.50,21.25,21.00,26.62,9.3e-05,0.0,0.0,0
1.146,21.25,20.50,20.25,21.00,20.75,26.56,0.0,0.0,0.0,0
1.179,21.00,20.25,20.25,20.75,20.56,26.62,0.0,0.0,0.0,0
