0.000,27.25,27.00,27.25,27.25,27.19,25.88,0,0,0.0,0
0.000,27.25,27.00,27.00,27.25,27.12,25.88,0,0,0.0,0
0.058,27.25,27.00,27.00,27.25,27.12,25.88,0.000211,0.0,0.0,0
0.091,27.25,27.00,27.00,27.00,27.06,25.88,4.111151,0.0,0.0,0
0.125,27.25,27.00,27.00,27.00,27.06,25.88,4.111254,0.0,0.0,0
0.158,27.00,27.00,27.00,27.00,27.00,25.88,4.111358,0.0,0.0,0
0.192,27.00,26.75,26.75,27.00,26.88,25.88,4.111403,0.0,0.0,0
0.225,27.00,26.75,26.75,26.75,26.81,25.94,4.111432,0.0,0.0,0
0.259,26.75,26.50,26.50,26.75,26.62,25.94,4.111491,0.0,0.0,0
0.292,26.75,26.25,26.25,26.75,26.50,25.88,4.111521,0.0,0.0,0
0.326,26.50,26.25,26.00,26.25,26.25,25.88,4.111566,0.0,0.0,0
0.359,26.25,26.00,26.00,26.25,26.12,25.88,4.11158,0.0,0.0,0
0.393,26.00,25.75,25.75,26.00,25.88,25.94,4.111609,0.0,0.0,0
0.426,26.00,25.50,25.50,26.00,25.75,25.94,4.111639,0.0,0.0,0
0.460,25.75,25.25,25.25,25.50,25.44,25.94,4.111639,0.0,0.0,2
0.493,24.25,23.75,23.75,24.25,24.00,25.94,4.2017,0.5687,0.00015797222222222222,2
0.686,24.00,23.50,23.50,24.00,23.75,25.94,4.2018,0.5632,0.00047238888888888884,2
0.711,24.00,23.25,23.25,23.75,23.56,25.94,4.2017,0.559,0.0007841111111111111,2
0.737,23.75,23.25,23.25,23.50,23.44,25.88,4.2019,0.5544,0.001093388888888889,2
0.763,23.50,23.00,23.00,23.25,23.19,25.94,4.2018,0.5506,0.0014003333333333333,2
0.794,23.25,22.75,23.00,23.25,23.06,25.94,4.2019,0.5446,0.0017045555555555555,2
0.827,23.25,22.75,22.75,23.00,22.94,25.94,4.2018,0.5393,0.002005638888888889,2
0.861,23.00,22.50,22.50,22.75,22.69,25.88,4.2018,0.5351,0.0023040833333333333,2
0.894,22.75,22.50,22.50,22.75,22.62,25.88,4.2017,0.5304,0.002600055555555556,2
0.928,22.75,22.50,22.50,22.75,22.62,25.94,4.2019,0.526,0.0028935,2
