00.00,23.00,22.75,22.75,23.00,22.88,22.81
00.81,23.00,23.00,22.75,22.75,22.88,22.81
02.13,23.00,23.00,23.00,23.00,23.00,22.88
04.15,23.00,23.00,23.00,23.00,23.00,22.88
06.16,23.25,23.25,23.00,23.25,23.19,22.88
08.16,23.50,23.25,23.25,23.50,23.38,22.88
10.17,24.00,23.50,23.25,23.50,23.56,22.88
12.17,24.00,23.75,23.75,24.00,23.88,22.81
14.18,24.50,24.00,23.75,24.50,24.19,22.94
16.19,24.75,24.50,24.25,25.00,24.62,22.94
18.20,25.25,25.00,24.50,25.50,25.06,22.88
20.21,25.75,25.50,24.75,26.00,25.50,22.94
22.22,27.00,26.50,25.75,27.25,26.62,22.94
27.06,27.75,27.50,26.50,28.00,27.44,22.88
30.40,28.25,27.75,26.75,28.50,27.81,22.88
32.23,29.00,28.50,27.50,29.25,28.56,22.94
34.24,29.50,29.00,27.75,29.50,28.94,22.88
36.24,30.25,30.00,28.75,30.75,29.94,22.94
39.69,31.25,30.75,29.75,31.50,30.81,22.94
43.03,31.75,31.25,30.00,31.75,31.19,22.94
44.66,32.00,31.50,30.25,32.50,31.56,22.88
46.30,32.50,32.00,30.75,32.75,32.00,22.88
48.31,33.00,32.50,31.25,33.00,32.44,22.88
50.32,33.50,33.00,32.00,33.75,33.06,22.94
53.67,33.50,33.25,32.00,33.75,33.12,22.88
55.32,33.75,33.50,32.50,34.25,33.50,22.94
57.07,34.00,33.75,32.25,34.25,33.56,22.94
58.60,34.00,33.75,32.75,34.00,33.62,22.94
60.34,34.00,34.00,33.00,34.50,33.88,22.94
62.35,34.25,34.00,33.25,34.50,34.00,22.88
64.37,34.25,34.00,33.25,34.50,34.00,22.94
67.82,34.25,34.00,33.25,34.50,34.00,22.94
69.50,34.25,34.00,33.50,34.50,34.06,22.94
71.03,34.00,34.00,33.50,34.25,33.94,22.94
72.62,34.25,34.00,33.50,34.25,34.00,22.94
76.07,34.00,33.75,33.50,34.00,33.81,22.94
79.51,34.00,33.75,33.50,34.00,33.81,22.94
81.03,34.00,33.75,33.50,34.00,33.81,22.94
82.59,33.75,33.75,33.50,33.75,33.69,22.94
