00.00,23.75,23.50,23.50,23.50,23.56,21.50
27.59,23.75,23.75,23.75,23.75,23.75,21.50
29.59,23.75,23.75,23.75,23.75,23.75,21.50
31.65,23.75,23.75,23.75,23.75,23.75,21.50
33.67,23.75,23.50,23.75,23.50,23.62,21.44
35.71,23.75,23.50,23.50,23.50,23.56,21.50
37.74,23.50,23.50,23.50,23.50,23.50,21.56
39.75,23.25,23.25,23.25,23.25,23.25,21.50
41.77,23.00,23.00,23.00,23.00,23.00,21.50
43.58,22.75,23.00,23.00,22.75,22.88,21.50
45.60,22.50,22.75,22.50,22.50,22.56,21.56
47.74,22.25,22.50,22.50,22.25,22.38,21.56
49.78,22.25,22.25,22.50,22.00,22.25,21.50
52.17,21.75,22.00,22.00,21.75,21.88,21.50
54.24,21.75,21.75,21.75,21.50,21.69,21.50
56.08,21.50,21.50,21.50,21.25,21.44,21.56
58.04,21.25,21.25,21.50,20.75,21.19,21.50
60.04,21.00,20.75,21.00,20.50,20.81,21.50
62.05,20.75,20.50,21.00,20.25,20.62,21.50
64.01,20.50,20.50,20.50,20.00,20.38,21.56
66.03,20.00,20.25,20.50,19.75,20.12,21.56
67.99,20.00,19.75,20.25,19.50,19.88,21.56
69.96,19.50,19.75,20.00,19.25,19.62,21.56
72.00,19.50,19.50,19.75,19.00,19.44,21.62
73.99,19.25,19.25,19.25,18.75,19.12,21.62
75.99,19.00,19.00,19.25,18.50,18.94,21.50
78.21,18.75,18.75,19.00,18.50,18.75,21.62
80.22,18.50,18.50,18.75,18.25,18.50,21.62
82.23,18.25,18.25,18.75,18.00,18.31,21.62
84.30,18.25,18.25,18.50,18.00,18.25,21.56
86.29,18.00,18.00,18.25,17.75,18.00,21.56
88.28,18.00,18.00,18.25,17.75,18.00,21.62
90.26,17.75,17.75,18.00,17.75,17.81,21.56
92.22,18.00,17.75,18.00,17.50,17.81,21.56
94.16,18.00,17.75,18.00,17.75,17.88,21.62
96.18,17.75,17.75,18.00,17.50,17.75,21.56
98.14,17.75,17.75,18.00,17.75,17.81,21.56
100.10,17.75,17.75,18.00,17.75,17.81,21.62
102.16,18.00,18.00,18.00,17.75,17.94,21.62
104.19,18.00,17.75,18.00,18.00,17.94,21.56
106.33,18.00,18.00,18.00,18.00,18.00,21.62
108.33,18.00,18.00,18.00,18.00,18.00,21.62
110.30,18.00,18.00,18.00,18.25,18.06,21.56
112.26,18.00,18.00,18.25,18.25,18.12,21.56
114.25,18.25,18.25,18.25,18.25,18.25,21.56
116.21,18.25,18.25,18.25,18.25,18.25,21.56
118.18,18.25,18.25,18.25,18.25,18.25,21.56
120.16,18.50,18.25,18.25,18.50,18.38,21.56
122.13,18.50,18.50,18.50,18.50,18.50,21.62
124.10,18.50,18.50,18.50,18.50,18.50,21.62
126.08,18.50,18.50,18.50,18.50,18.50,21.56
128.05,18.50,18.50,18.50,18.50,18.50,21.62
130.08,18.25,18.50,18.50,18.75,18.50,21.62
132.06,18.75,18.75,18.50,18.75,18.69,21.69
134.20,18.75,18.75,18.75,18.75,18.75,21.62
136.21,19.00,18.75,18.75,19.00,18.88,21.62
138.19,18.75,18.50,18.75,19.00,18.75,21.62
140.19,18.75,19.00,18.75,19.00,18.88,21.62
142.36,19.00,19.00,19.00,19.00,19.00,21.56
144.36,19.00,19.00,19.00,19.25,19.06,21.62
