TimeStamp,YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M,RH2M,WD10M,WS10M,PS,PRECTOTCORR
2021-10-13 22:00:00+00:00,2021,10,13,22,0,0,10.98,89.75,310.15,6.26,100.15,0.35
2021-10-13 23:00:00+00:00,2021,10,13,23,0,0,10.49,84.69,280.34,6.23,100.2,0.08
2021-10-14 00:00:00+00:00,2021,10,14,0,0,0,10.06,82.75,267.95,6.66,100.22,0.02
2021-10-14 01:00:00+00:00,2021,10,14,1,0,0,9.47,83.75,265.55,6.49,100.24,0
2021-10-14 02:00:00+00:00,2021,10,14,2,0,0,9.06,84.19,266.74,6.07,100.27,0
2021-10-14 03:00:00+00:00,2021,10,14,3,0,0,8.78,84.44,266.64,5.55,100.34,0
2021-10-14 04:00:00+00:00,2021,10,14,4,0,0,8.53,84.62,263.62,5.12,100.4,0
2021-10-14 05:00:00+00:00,2021,10,14,5,36.35,12.33,8.43,84.44,257.68,4.68,100.48,0
2021-10-14 06:00:00+00:00,2021,10,14,6,228.96,97.35,9.58,78.69,250.47,4.8,100.6,0.01
2021-10-14 07:00:00+00:00,2021,10,14,7,441.83,191.12,10.01,73.81,243.38,4.83,100.69,0.02
2021-10-14 08:00:00+00:00,2021,10,14,8,621.48,272.98,10.4,69.5,240.57,4.05,100.78,0.01
2021-10-14 09:00:00+00:00,2021,10,14,9,712.01,313.95,11.03,65.19,248.65,3.32,100.83,0.01
2021-10-14 10:00:00+00:00,2021,10,14,10,848.22,378.05,11.92,60.31,271.59,3.34,100.88,0
2021-10-14 11:00:00+00:00,2021,10,14,11,906.27,402.33,12.49,58.12,289.68,4.27,100.91,0
2021-10-14 12:00:00+00:00,2021,10,14,12,858.02,381.38,12.6,59,295.85,5.46,100.95,0
2021-10-14 13:00:00+00:00,2021,10,14,13,765.09,338.05,12.4,60.94,294.59,6.43,100.96,0
2021-10-14 14:00:00+00:00,2021,10,14,14,679.66,298.4,12.07,62.44,288.93,6.93,100.97,0
2021-10-14 15:00:00+00:00,2021,10,14,15,496.84,216.1,11.67,63.56,281.6,7.07,100.99,0
2021-10-14 16:00:00+00:00,2021,10,14,16,286.56,121.73,11.2,64.69,273.29,7.05,101.01,0
2021-10-14 17:00:00+00:00,2021,10,14,17,79.64,30.5,10.48,67.5,265.06,6.98,101.03,0
2021-10-14 18:00:00+00:00,2021,10,14,18,0,0,9.36,74.25,259.07,6.56,101.07,0
2021-10-14 19:00:00+00:00,2021,10,14,19,0,0,8.66,79.06,254.57,6.63,101.12,0
2021-10-14 20:00:00+00:00,2021,10,14,20,0,0,8.15,82.25,248,6.47,101.16,0
2021-10-14 21:00:00+00:00,2021,10,14,21,0,0,7.68,84.19,240.53,6.11,101.14,0
2021-10-14 22:00:00+00:00,2021,10,14,22,0,0,7.28,84.62,234.68,5.94,101.1,0
2021-10-14 23:00:00+00:00,2021,10,14,23,0,0,6.97,84.25,231.84,6.07,101.05,0
2021-10-15 00:00:00+00:00,2021,10,15,0,0,0,6.69,84.06,231.52,6.47,100.98,0
2021-10-15 01:00:00+00:00,2021,10,15,1,0,0,6.36,84.62,231.63,6.89,100.91,0
2021-10-15 02:00:00+00:00,2021,10,15,2,0,0,5.98,86,231.1,6.95,100.86,0
2021-10-15 03:00:00+00:00,2021,10,15,3,0,0,5.65,87.44,230.86,6.79,100.82,0
2021-10-15 04:00:00+00:00,2021,10,15,4,0,0,5.33,88.75,230.9,6.45,100.81,0
2021-10-15 05:00:00+00:00,2021,10,15,5,41.83,14.2,5.31,88,231.38,6.51,100.82,0
2021-10-15 06:00:00+00:00,2021,10,15,6,259.08,106.6,6.44,80.75,231.79,7.24,100.86,0
2021-10-15 07:00:00+00:00,2021,10,15,7,482.85,204.8,8.12,69.88,232.97,7.38,100.87,0
2021-10-15 08:00:00+00:00,2021,10,15,8,689.94,297.02,10.05,58,235.45,7.08,100.86,0
2021-10-15 09:00:00+00:00,2021,10,15,9,840.8,366.05,11.87,49.5,241.6,6.6,100.84,0
2021-10-15 10:00:00+00:00,2021,10,15,10,955.71,417.42,13.24,45.38,251.9,6.66,100.8,0
2021-10-15 11:00:00+00:00,2021,10,15,11,960.85,419.38,14.08,44.25,260.39,7.18,100.78,0
2021-10-15 12:00:00+00:00,2021,10,15,12,933.3,408.83,14.47,44.62,265.54,7.73,100.77,0
2021-10-15 13:00:00+00:00,2021,10,15,13,858.54,374.33,14.45,46.19,267.65,8.12,100.76,0
2021-10-15 14:00:00+00:00,2021,10,15,14,730.2,317,14.15,48.56,267.51,8.39,100.74,0
2021-10-15 15:00:00+00:00,2021,10,15,15,524.05,224.83,13.71,51.06,265.43,8.48,100.73,0
2021-10-15 16:00:00+00:00,2021,10,15,16,302.84,126.7,13.23,53.94,262.49,8.39,100.75,0
2021-10-15 17:00:00+00:00,2021,10,15,17,80.02,30.58,12.33,59.75,261.88,8.03,100.76,0
2021-10-15 18:00:00+00:00,2021,10,15,18,0,0,10.66,71.81,262,7.42,100.8,0
2021-10-15 19:00:00+00:00,2021,10,15,19,0,0,9.69,80.19,259.53,7.5,100.84,0
2021-10-15 20:00:00+00:00,2021,10,15,20,0,0,9.26,84.44,254.8,7.26,100.86,0
2021-10-15 21:00:00+00:00,2021,10,15,21,0,0,8.95,86.38,248.35,6.97,100.85,0
2021-10-15 22:00:00+00:00,2021,10,15,22,0,0,8.7,86.56,241.57,6.66,100.82,0
2021-10-15 23:00:00+00:00,2021,10,15,23,0,0,8.34,87.5,236.31,6.12,100.8,0
2021-10-16 00:00:00+00:00,2021,10,16,0,0,0,8.04,87.06,234.64,5.99,100.78,0
2021-10-16 01:00:00+00:00,2021,10,16,1,0,0,7.68,87.94,236.01,6.05,100.75,0
2021-10-16 02:00:00+00:00,2021,10,16,2,0,0,7.37,89.62,237.21,6.54,100.74,0
2021-10-16 03:00:00+00:00,2021,10,16,3,0,0,7.06,92.31,237.43,6.65,100.74,0
2021-10-16 04:00:00+00:00,2021,10,16,4,0,0,6.83,94,236.7,6.56,100.76,0
2021-10-16 05:00:00+00:00,2021,10,16,5,47.23,16.33,6.81,93.69,234.79,6.65,100.79,0
2021-10-16 06:00:00+00:00,2021,10,16,6,257.75,108.35,7.89,87.44,233.27,7.66,100.83,0
2021-10-16 07:00:00+00:00,2021,10,16,7,473.47,203.98,9.51,77.44,233.75,7.99,100.84,0
2021-10-16 08:00:00+00:00,2021,10,16,8,683.63,297.83,11.57,66.81,236.66,7.88,100.85,0
2021-10-16 09:00:00+00:00,2021,10,16,9,844.02,371.8,13.52,58.88,241.12,7.57,100.83,0
2021-10-16 10:00:00+00:00,2021,10,16,10,911.61,403.83,15.02,54.38,247.6,6.98,100.81,0
2021-10-16 11:00:00+00:00,2021,10,16,11,948.19,418.62,16.02,52,254.95,6.8,100.77,0
2021-10-16 12:00:00+00:00,2021,10,16,12,918.39,407.17,16.63,50.81,260.9,7.07,100.74,0
2021-10-16 13:00:00+00:00,2021,10,16,13,867.2,382.85,16.78,51.25,264.34,7.49,100.71,0
2021-10-16 14:00:00+00:00,2021,10,16,14,704.27,308.7,16.49,53.38,265.13,7.86,100.69,0
2021-10-16 15:00:00+00:00,2021,10,16,15,494.77,214.52,15.8,57.06,263.31,8.1,100.69,0
2021-10-16 16:00:00+00:00,2021,10,16,16,274.61,115.92,14.79,62.81,261.22,8.14,100.71,0
2021-10-16 17:00:00+00:00,2021,10,16,17,58.78,23.35,13.52,70.75,260.12,7.79,100.73,0
2021-10-16 18:00:00+00:00,2021,10,16,18,0,0,12.14,79.81,258.5,7.43,100.75,0
2021-10-16 19:00:00+00:00,2021,10,16,19,0,0,11.26,85.94,256.4,7.19,100.78,0
2021-10-16 20:00:00+00:00,2021,10,16,20,0,0,10.79,89.12,251.96,6.75,100.79,0
2021-10-16 21:00:00+00:00,2021,10,16,21,0,0,10.15,92.12,247.68,6.15,100.79,0
2021-10-16 22:00:00+00:00,2021,10,16,22,0,0,9.68,93.44,243.18,5.86,100.77,0
2021-10-16 23:00:00+00:00,2021,10,16,23,0,0,9.33,93.38,240.02,5.57,100.75,0
2021-10-17 00:00:00+00:00,2021,10,17,0,0,0,8.95,93.19,239.33,5.54,100.73,0
2021-10-17 01:00:00+00:00,2021,10,17,1,0,0,8.5,94.31,239.38,5.7,100.7,0
2021-10-17 02:00:00+00:00,2021,10,17,2,0,0,8.15,95.12,238.6,6.27,100.68,0
2021-10-17 03:00:00+00:00,2021,10,17,3,0,0,7.87,94.75,237.22,6.77,100.68,0
2021-10-17 04:00:00+00:00,2021,10,17,4,0,0,7.55,94.94,234.48,7,100.69,0
2021-10-17 05:00:00+00:00,2021,10,17,5,52.15,18.35,7.37,94.75,230.77,6.94,100.72,0
2021-10-17 06:00:00+00:00,2021,10,17,6,254.88,107.65,8.41,87.38,227.62,7.7,100.75,0
2021-10-17 07:00:00+00:00,2021,10,17,7,475.06,205.35,10.11,75.25,227.03,7.55,100.77,0
2021-10-17 08:00:00+00:00,2021,10,17,8,684.29,299.48,12.41,62.5,231.99,6.96,100.77,0
2021-10-17 09:00:00+00:00,2021,10,17,9,851.27,374.17,14.53,54.75,240.52,6.21,100.75,0
2021-10-17 10:00:00+00:00,2021,10,17,10,920.18,407.6,16.01,50.69,250.42,5.91,100.71,0
2021-10-17 11:00:00+00:00,2021,10,17,11,953.35,420.83,16.99,48.56,259.14,6.14,100.65,0
2021-10-17 12:00:00+00:00,2021,10,17,12,932.23,412.3,17.5,48,265.37,6.57,100.61,0
2021-10-17 13:00:00+00:00,2021,10,17,13,856.16,376.88,17.5,48.69,269,7.08,100.6,0
2021-10-17 14:00:00+00:00,2021,10,17,14,729.7,319.23,17.21,49.81,269.94,7.46,100.58,0
2021-10-17 15:00:00+00:00,2021,10,17,15,525.68,228.1,16.71,51.56,268.58,7.55,100.57,0
2021-10-17 16:00:00+00:00,2021,10,17,16,303.29,128.92,15.97,54.94,267.32,7.32,100.58,0
2021-10-17 17:00:00+00:00,2021,10,17,17,84.18,33.17,14.47,63,268.75,7,100.59,0
2021-10-17 18:00:00+00:00,2021,10,17,18,0,0,12.19,76.44,266.17,6.76,100.6,0
2021-10-17 19:00:00+00:00,2021,10,17,19,0,0,11.02,84.06,259.39,6.38,100.62,0
2021-10-17 20:00:00+00:00,2021,10,17,20,0,0,10.44,87.81,249.55,5.46,100.61,0
2021-10-17 21:00:00+00:00,2021,10,17,21,0,0,10.04,89.62,240.18,4.64,100.57,0
2021-10-17 22:00:00+00:00,2021,10,17,22,0,0,9.8,89.56,237.27,4.5,100.52,0
2021-10-17 23:00:00+00:00,2021,10,17,23,0,0,9.79,87.31,236.49,4.77,100.48,0
2021-10-18 00:00:00+00:00,2021,10,18,0,0,0,9.59,87.06,233.27,4.93,100.43,0
2021-10-18 01:00:00+00:00,2021,10,18,1,0,0,9.22,89.5,231.34,4.99,100.39,0
2021-10-18 02:00:00+00:00,2021,10,18,2,0,0,8.77,92.56,228.56,4.96,100.36,0
2021-10-18 03:00:00+00:00,2021,10,18,3,0,0,8.31,94.94,223.91,4.93,100.33,0
2021-10-18 04:00:00+00:00,2021,10,18,4,0,0,7.93,96.62,219.62,4.99,100.32,0
2021-10-18 05:00:00+00:00,2021,10,18,5,59.23,21.12,7.67,96.81,216.97,5.06,100.32,0
2021-10-18 06:00:00+00:00,2021,10,18,6,266.7,111.95,9.11,85.88,217.6,5.86,100.32,0
2021-10-18 07:00:00+00:00,2021,10,18,7,489.55,209.15,11.62,70.31,223.18,5.79,100.29,0
2021-10-18 08:00:00+00:00,2021,10,18,8,698.78,302.88,14.8,57.19,231.17,5.34,100.25,0
2021-10-18 09:00:00+00:00,2021,10,18,9,862.25,373.95,17.31,50.44,244.45,5.29,100.19,0
2021-10-18 10:00:00+00:00,2021,10,18,10,967.23,423.98,19.27,45.5,253.45,5.91,100.14,0
2021-10-18 11:00:00+00:00,2021,10,18,11,967.89,423.9,20.58,42.31,258.62,6.33,100.09,0
2021-10-18 12:00:00+00:00,2021,10,18,12,949.38,415.1,21.37,39.56,262.81,6.65,100.03,0
2021-10-18 13:00:00+00:00,2021,10,18,13,894.58,386.8,21.38,39.25,265.7,6.94,100,0
2021-10-18 14:00:00+00:00,2021,10,18,14,733.63,317.75,21.14,39.94,265.33,7.04,99.98,0
2021-10-18 15:00:00+00:00,2021,10,18,15,529.05,226.67,20.73,41.12,263.28,6.96,99.97,0
2021-10-18 16:00:00+00:00,2021,10,18,16,313.52,131.15,19.9,44.38,262.43,6.53,99.96,0
2021-10-18 17:00:00+00:00,2021,10,18,17,88.94,34.62,17.85,54.62,262.81,5.62,99.97,0
2021-10-18 18:00:00+00:00,2021,10,18,18,0,0,14.97,69.06,256.44,4.86,100,0
2021-10-18 19:00:00+00:00,2021,10,18,19,0,0,13.75,75.12,246.72,4.7,100.04,0
2021-10-18 20:00:00+00:00,2021,10,18,20,0,0,13.2,77.25,235.23,4.37,100.07,0
2021-10-18 21:00:00+00:00,2021,10,18,21,0,0,13,76.19,225.08,4.1,100.08,0
2021-10-18 22:00:00+00:00,2021,10,18,22,0,0,12.9,74,223.35,4.05,100.06,0
2021-10-18 23:00:00+00:00,2021,10,18,23,0,0,12.51,75.12,225.65,4.02,100.02,0
2021-10-19 00:00:00+00:00,2021,10,19,0,0,0,11.82,80.62,224.6,3.9,99.95,0
2021-10-19 01:00:00+00:00,2021,10,19,1,0,0,11.08,86.94,222.21,3.86,99.87,0
2021-10-19 02:00:00+00:00,2021,10,19,2,0,0,10.39,92.38,219.26,4.02,99.82,0
2021-10-19 03:00:00+00:00,2021,10,19,3,0,0,9.75,97.31,217.4,4.01,99.79,0
2021-10-19 04:00:00+00:00,2021,10,19,4,0,0,9.1,100,216.49,3.71,99.78,0
2021-10-19 05:00:00+00:00,2021,10,19,5,58.32,21.23,8.95,100,215.9,3.33,99.78,0
2021-10-19 06:00:00+00:00,2021,10,19,6,251.53,105.95,10.5,91.5,215.21,3.18,99.8,0
2021-10-19 07:00:00+00:00,2021,10,19,7,467.38,201.42,12.04,84.19,223.77,2.23,99.81,0
2021-10-19 08:00:00+00:00,2021,10,19,8,656.75,288.05,14.36,76.44,258.28,1.63,99.81,0
2021-10-19 09:00:00+00:00,2021,10,19,9,777.2,342.15,16.56,67.44,290.53,2.21,99.81,0
2021-10-19 10:00:00+00:00,2021,10,19,10,844.72,374.9,18.18,58.75,304.2,3.01,99.8,0
2021-10-19 11:00:00+00:00,2021,10,19,11,828.67,369.33,18.17,60,311.21,4.14,99.79,0
2021-10-19 12:00:00+00:00,2021,10,19,12,818.05,364.17,17.56,62.81,310.48,4.96,99.79,0
2021-10-19 13:00:00+00:00,2021,10,19,13,663.86,295.25,17.09,64.62,307.06,5.23,99.77,0
2021-10-19 14:00:00+00:00,2021,10,19,14,530.31,235.62,16.65,66,304.03,5.05,99.76,0
2021-10-19 15:00:00+00:00,2021,10,19,15,357.7,156.3,16.06,68,302.64,4.61,99.77,0
2021-10-19 16:00:00+00:00,2021,10,19,16,202.32,86.4,15.14,71.81,304.24,4.03,99.81,0
2021-10-19 17:00:00+00:00,2021,10,19,17,53.24,21.85,13.77,78.62,309.14,3.48,99.88,0
2021-10-19 18:00:00+00:00,2021,10,19,18,0,0,12.1,88.62,317.94,2.83,99.97,0
2021-10-19 19:00:00+00:00,2021,10,19,19,0,0,11.22,93.88,332.07,2.2,100.06,0
2021-10-19 20:00:00+00:00,2021,10,19,20,0,0,10.73,96.38,348.06,1.88,100.13,0
2021-10-19 21:00:00+00:00,2021,10,19,21,0,0,10.51,96.56,6.52,1.67,100.17,0
2021-10-19 22:00:00+00:00,2021,10,19,22,0,0,10.3,96.88,19.96,1.67,100.17,0
2021-10-19 23:00:00+00:00,2021,10,19,23,0,0,10,98,23.95,1.94,100.15,0.01
2021-10-20 00:00:00+00:00,2021,10,20,0,0,0,9.73,99.62,23.88,2.24,100.12,0.01
2021-10-20 01:00:00+00:00,2021,10,20,1,0,0,9.95,97.12,24.34,2.44,100.1,0.01
2021-10-20 02:00:00+00:00,2021,10,20,2,0,0,10.03,95.81,27.33,2.57,100.11,0.01
2021-10-20 03:00:00+00:00,2021,10,20,3,0,0,10.15,95,32.42,2.64,100.14,0.01
2021-10-20 04:00:00+00:00,2021,10,20,4,0,0,10.27,93.62,39.4,2.85,100.18,0.01
2021-10-20 05:00:00+00:00,2021,10,20,5,21.3,8.4,10.17,93.5,47.43,2.78,100.25,0.01
2021-10-20 06:00:00+00:00,2021,10,20,6,73.31,32.3,10.31,91.12,51.11,2.83,100.34,0.01
2021-10-20 07:00:00+00:00,2021,10,20,7,152.33,70.4,10.81,87.31,50.16,2.85,100.41,0.01
2021-10-20 08:00:00+00:00,2021,10,20,8,206.75,99.95,11.9,81,46.04,2.94,100.46,0
2021-10-20 09:00:00+00:00,2021,10,20,9,253.68,125.52,12.83,76.31,40.65,3.27,100.49,0
2021-10-20 10:00:00+00:00,2021,10,20,10,336.59,165.02,13.46,73.44,33.1,3.87,100.51,0
2021-10-20 11:00:00+00:00,2021,10,20,11,446.06,214.75,13.73,72.25,22.57,4.41,100.53,0
2021-10-20 12:00:00+00:00,2021,10,20,12,567.43,264.8,13.62,72.44,10.86,4.7,100.56,0
2021-10-20 13:00:00+00:00,2021,10,20,13,477.91,222.9,13.31,73.81,2.29,4.45,100.58,0
2021-10-20 14:00:00+00:00,2021,10,20,14,447.93,204.7,12.99,74.25,0.4,3.65,100.58,0
2021-10-20 15:00:00+00:00,2021,10,20,15,310.44,139.38,12.51,75.5,1.39,2.89,100.57,0
2021-10-20 16:00:00+00:00,2021,10,20,16,173.51,75.8,11.94,77.06,0.67,2.27,100.59,0
2021-10-20 17:00:00+00:00,2021,10,20,17,74.42,30.15,11.19,79.81,347.27,1.98,100.61,0
2021-10-20 18:00:00+00:00,2021,10,20,18,0,0,10.13,85.56,325.85,1.92,100.63,0
2021-10-20 19:00:00+00:00,2021,10,20,19,0,0,9.7,88,303.65,2.11,100.66,0
2021-10-20 20:00:00+00:00,2021,10,20,20,0,0,9.6,88.25,284.77,2.51,100.69,0
2021-10-20 21:00:00+00:00,2021,10,20,21,0,0,9.58,88,267.55,2.9,100.69,0
2021-10-20 22:00:00+00:00,2021,10,20,22,0,0,9.58,87.88,251.56,3.04,100.63,0
2021-10-20 23:00:00+00:00,2021,10,20,23,0,0,9.54,88.88,241.73,2.92,100.57,0
2021-10-21 00:00:00+00:00,2021,10,21,0,0,0,9.56,90.25,239.22,3.02,100.52,0
2021-10-21 01:00:00+00:00,2021,10,21,1,0,0,9.56,92.31,239.64,2.94,100.45,0
2021-10-21 02:00:00+00:00,2021,10,21,2,0,0,9.4,95.25,243.19,2.94,100.42,0
2021-10-21 03:00:00+00:00,2021,10,21,3,0,0,9.27,97.56,247.46,3.05,100.4,0
2021-10-21 04:00:00+00:00,2021,10,21,4,0,0,9.3,98.44,251.29,3.23,100.39,0
2021-10-21 05:00:00+00:00,2021,10,21,5,34.12,13.62,9.76,96.62,251.65,3.39,100.41,0
2021-10-21 06:00:00+00:00,2021,10,21,6,156.62,67.5,10.98,89.94,248.81,4.12,100.43,0
2021-10-21 07:00:00+00:00,2021,10,21,7,320.78,139.45,12.25,82.06,246.8,3.97,100.44,0
2021-10-21 08:00:00+00:00,2021,10,21,8,464.59,206.83,13.62,75,249.32,3.35,100.44,0
2021-10-21 09:00:00+00:00,2021,10,21,9,515.17,230.25,14.98,68.38,258.6,3.44,100.41,0
2021-10-21 10:00:00+00:00,2021,10,21,10,698.25,318.65,16.15,63.25,269,4.12,100.38,0
2021-10-21 11:00:00+00:00,2021,10,21,11,822.16,373.98,16.91,60.62,274.94,5.13,100.36,0
2021-10-21 12:00:00+00:00,2021,10,21,12,857.23,386.4,17.19,60.44,276.68,6.23,100.35,0
2021-10-21 13:00:00+00:00,2021,10,21,13,776.75,347.3,17.03,61.56,275.18,7.2,100.34,0
2021-10-21 14:00:00+00:00,2021,10,21,14,532.26,236.42,16.46,63.69,273.04,7.92,100.33,0
2021-10-21 15:00:00+00:00,2021,10,21,15,425.5,186.67,15.58,66.62,270.99,8.46,100.34,0
2021-10-21 16:00:00+00:00,2021,10,21,16,246.28,104.45,14.58,69.69,268,8.65,100.34,0
2021-10-21 17:00:00+00:00,2021,10,21,17,71.05,29,13.55,72.5,264.76,8.51,100.34,0
2021-10-21 18:00:00+00:00,2021,10,21,18,0,0,12.37,76.62,263.01,8,100.36,0
2021-10-21 19:00:00+00:00,2021,10,21,19,0,0,11.33,80.75,260.58,7.88,100.41,0
2021-10-21 20:00:00+00:00,2021,10,21,20,0,0,10.58,83,257.32,7.93,100.44,0
2021-10-21 21:00:00+00:00,2021,10,21,21,0,0,10.14,82.75,252.84,7.79,100.45,0
2021-10-21 22:00:00+00:00,2021,10,21,22,0,0,9.77,81.94,247.49,7.49,100.46,0
2021-10-21 23:00:00+00:00,2021,10,21,23,0,0,9.41,81.06,242.97,7.24,100.46,0
2021-10-22 00:00:00+00:00,2021,10,22,0,0,0,8.98,80.56,241.27,6.95,100.44,0
2021-10-22 01:00:00+00:00,2021,10,22,1,0,0,8.39,82.44,241.3,6.62,100.39,0
2021-10-22 02:00:00+00:00,2021,10,22,2,0,0,7.89,84.75,241.21,6.71,100.38,0
2021-10-22 03:00:00+00:00,2021,10,22,3,0,0,7.5,87,240.25,6.8,100.38,0
2021-10-22 04:00:00+00:00,2021,10,22,4,0,0,7.14,89.5,239.84,6.58,100.39,0
2021-10-22 05:00:00+00:00,2021,10,22,5,65.9,24.55,7.13,89.88,239.26,6.6,100.41,0
2021-10-22 06:00:00+00:00,2021,10,22,6,286.77,119.62,8.4,82.19,238.11,7.69,100.45,0
2021-10-22 07:00:00+00:00,2021,10,22,7,505.24,217.02,10,70.19,238.19,7.96,100.47,0
2021-10-22 08:00:00+00:00,2021,10,22,8,711.98,309.85,11.8,58.62,241.38,7.76,100.48,0
2021-10-22 09:00:00+00:00,2021,10,22,9,858.62,376.77,13.31,52.38,248.89,7.19,100.45,0
2021-10-22 10:00:00+00:00,2021,10,22,10,974.56,429.38,14.3,50.62,259.23,6.91,100.43,0
2021-10-22 11:00:00+00:00,2021,10,22,11,965.3,428.02,14.79,51.06,267.43,7.3,100.4,0
2021-10-22 12:00:00+00:00,2021,10,22,12,982.64,433.52,14.86,53.12,272.78,8.14,100.39,0
2021-10-22 13:00:00+00:00,2021,10,22,13,864.55,379.58,14.52,56.5,274.16,9.02,100.39,0
2021-10-22 14:00:00+00:00,2021,10,22,14,728.45,319.75,14,59.19,272.5,9.64,100.38,0
2021-10-22 15:00:00+00:00,2021,10,22,15,536.01,232.83,13.44,61.19,269.04,9.9,100.39,0
2021-10-22 16:00:00+00:00,2021,10,22,16,310.88,132.1,13.01,62.69,266.39,9.6,100.4,0
2021-10-22 17:00:00+00:00,2021,10,22,17,96.44,38.8,12.42,65.81,266.58,9.06,100.42,0
2021-10-22 18:00:00+00:00,2021,10,22,18,0,0,11.24,73.88,266.77,8.42,100.46,0
2021-10-22 19:00:00+00:00,2021,10,22,19,0,0,10.46,80.19,262.54,8.02,100.52,0
2021-10-22 20:00:00+00:00,2021,10,22,20,0,0,9.99,83.06,254.54,7.62,100.57,0
2021-10-22 21:00:00+00:00,2021,10,22,21,0,0,9.58,84.19,248.29,7.04,100.58,0
2021-10-22 22:00:00+00:00,2021,10,22,22,0,0,9.14,84.81,243.14,6.77,100.61,0
2021-10-22 23:00:00+00:00,2021,10,22,23,0,0,8.71,85.31,239.11,6.76,100.63,0
2021-10-23 00:00:00+00:00,2021,10,23,0,0,0,8.22,87.06,236.43,6.49,100.64,0
2021-10-23 01:00:00+00:00,2021,10,23,1,0,0,7.69,89.88,234.21,6.17,100.61,0
2021-10-23 02:00:00+00:00,2021,10,23,2,0,0,7.32,91.06,232.7,6.3,100.62,0
2021-10-23 03:00:00+00:00,2021,10,23,3,0,0,7.12,91.25,231.94,6.71,100.69,0
2021-10-23 04:00:00+00:00,2021,10,23,4,0,0,7.07,90.56,230.28,6.31,100.73,0
2021-10-23 05:00:00+00:00,2021,10,23,5,66.15,25.85,6.98,90,230.46,5.81,100.76,0
2021-10-23 06:00:00+00:00,2021,10,23,6,266.68,114.95,8.2,82.25,230.85,6.85,100.84,0
2021-10-23 07:00:00+00:00,2021,10,23,7,479.29,211.55,9.89,71.94,231.6,6.42,100.86,0
2021-10-23 08:00:00+00:00,2021,10,23,8,688.77,307.12,12.01,60.19,237.22,5.91,100.85,0
2021-10-23 09:00:00+00:00,2021,10,23,9,857.59,385,13.83,52.81,247.92,5.26,100.8,0
2021-10-23 10:00:00+00:00,2021,10,23,10,920.27,414.27,14.94,49.44,260.12,5.57,100.76,0
2021-10-23 11:00:00+00:00,2021,10,23,11,949.94,429.25,15.48,49.56,266.11,6.26,100.75,0
2021-10-23 12:00:00+00:00,2021,10,23,12,929.3,418.08,15.69,51.75,268.95,6.45,100.74,0
2021-10-23 13:00:00+00:00,2021,10,23,13,882.26,394.48,15.64,54.56,271.49,6.67,100.74,0
2021-10-23 14:00:00+00:00,2021,10,23,14,713.31,320.55,15.3,57.5,271.63,6.95,100.73,0
2021-10-23 15:00:00+00:00,2021,10,23,15,528.16,234.73,14.76,60.12,270.49,7.3,100.75,0
2021-10-23 16:00:00+00:00,2021,10,23,16,307.71,134.38,13.98,63.56,269.41,7.43,100.78,0
2021-10-23 17:00:00+00:00,2021,10,23,17,94.9,39.9,12.83,68.69,265.82,7.69,100.82,0
2021-10-23 18:00:00+00:00,2021,10,23,18,0,0,11.26,76.94,262.01,7.15,100.86,0
2021-10-23 19:00:00+00:00,2021,10,23,19,0,0,10.26,83.5,258.78,6.86,100.91,0
2021-10-23 20:00:00+00:00,2021,10,23,20,0,0,9.77,87.38,253.48,6.57,100.93,0
2021-10-23 21:00:00+00:00,2021,10,23,21,0,0,9.37,90.81,246.94,5.98,100.87,0
2021-10-23 22:00:00+00:00,2021,10,23,22,0,0,9.05,93.31,241.46,5.86,100.82,0
2021-10-23 23:00:00+00:00,2021,10,23,23,0,0,8.79,95,237.37,6.15,100.79,0
2021-10-24 00:00:00+00:00,2021,10,24,0,0,0,8.69,94.88,234.23,6.78,100.73,0
2021-10-24 01:00:00+00:00,2021,10,24,1,0,0,8.53,95.25,231.33,6.73,100.69,0
2021-10-24 02:00:00+00:00,2021,10,24,2,0,0,8.33,95.75,228.42,6.24,100.67,0
2021-10-24 03:00:00+00:00,2021,10,24,3,0,0,8.13,96.19,228.56,5.92,100.68,0
2021-10-24 04:00:00+00:00,2021,10,24,4,0,0,8.05,95.38,230,5.84,100.7,0
2021-10-24 05:00:00+00:00,2021,10,24,5,72.95,29.27,8.26,93.06,229.63,6.02,100.7,0
2021-10-24 06:00:00+00:00,2021,10,24,6,283.95,123.88,9.58,85,227.85,6.68,100.7,0
2021-10-24 07:00:00+00:00,2021,10,24,7,496.81,221.45,11.62,74.19,229.58,6.35,100.7,0
2021-10-24 08:00:00+00:00,2021,10,24,8,699.84,313.98,13.81,64.81,234.24,5.71,100.68,0
2021-10-24 09:00:00+00:00,2021,10,24,9,848.32,382.08,15.78,56.62,242.34,5.63,100.64,0
2021-10-24 10:00:00+00:00,2021,10,24,10,965.05,433.62,17.11,52.75,250.66,5.98,100.57,0
2021-10-24 11:00:00+00:00,2021,10,24,11,955.84,432.38,17.84,52.25,256.53,6.44,100.49,0
2021-10-24 12:00:00+00:00,2021,10,24,12,936.87,421.15,18.4,52.25,259.6,6.99,100.44,0
2021-10-24 13:00:00+00:00,2021,10,24,13,866.18,387.67,18.57,52.75,260.71,7.3,100.39,0
2021-10-24 14:00:00+00:00,2021,10,24,14,741.93,329.3,18.4,53.75,261.14,7.45,100.36,0
