TimeStamp,YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M,RH2M,WD10M,WS10M,PS,PRECTOTCORR
2021-01-01 00:00:00+00:00,2021,1,1,0,0,0,13.02,87.88,252.31,4.71,99.45,0
2021-01-01 01:00:00+00:00,2021,1,1,1,0,0,12.85,88.5,254.07,4.25,99.43,0
2021-01-01 02:00:00+00:00,2021,1,1,2,0,0,12.65,89.5,252.45,3.36,99.46,0
2021-01-01 03:00:00+00:00,2021,1,1,3,0,0,12.3,91.81,248.93,2.58,99.56,0
2021-01-01 04:00:00+00:00,2021,1,1,4,0,0,11.87,94.75,242.19,2,99.68,0
2021-01-01 05:00:00+00:00,2021,1,1,5,122.93,52.83,12.73,89.75,229.74,1.73,99.81,0
2021-01-01 06:00:00+00:00,2021,1,1,6,321.66,142.77,14.17,82.38,228.19,1.49,99.91,0
2021-01-01 07:00:00+00:00,2021,1,1,7,543.79,244.58,16.4,69.44,243.02,1.28,99.97,0
2021-01-01 08:00:00+00:00,2021,1,1,8,738.5,335.17,18.6,59.56,270.64,1.24,100,0
2021-01-01 09:00:00+00:00,2021,1,1,9,912.26,414.92,20.34,53.25,296.6,1.71,100.01,0
2021-01-01 10:00:00+00:00,2021,1,1,10,986.12,453.17,21.53,49.5,302.73,2.42,100.01,0
2021-01-01 11:00:00+00:00,2021,1,1,11,1020.82,473.1,22.18,47.62,307.07,3.25,100,0
2021-01-01 12:00:00+00:00,2021,1,1,12,1021.23,470.23,21.95,48.75,308.31,4.2,99.99,0
2021-01-01 13:00:00+00:00,2021,1,1,13,1000.75,456.85,21.28,51.25,305.06,4.94,99.97,0
2021-01-01 14:00:00+00:00,2021,1,1,14,848.33,384,20.48,53.94,299.45,5.5,99.94,0
2021-01-01 15:00:00+00:00,2021,1,1,15,692.73,312.25,19.69,56.5,292.54,6.03,99.91,0
2021-01-01 16:00:00+00:00,2021,1,1,16,494.48,220.77,19.01,58.56,285.46,6.57,99.9,0
2021-01-01 17:00:00+00:00,2021,1,1,17,279.34,121.88,17.98,62.44,279.38,7.09,99.92,0
2021-01-01 18:00:00+00:00,2021,1,1,18,76.02,31.02,16.32,69.88,273.49,7.56,99.93,0
2021-01-01 19:00:00+00:00,2021,1,1,19,0,0,14.62,78.94,267.63,7.54,99.93,0
2021-01-01 20:00:00+00:00,2021,1,1,20,0,0,13.68,84.81,265.04,7.06,99.91,0
2021-01-01 21:00:00+00:00,2021,1,1,21,0,0,13.28,87.5,263.48,6.47,99.87,0
2021-01-01 22:00:00+00:00,2021,1,1,22,0,0,13.11,88.81,260.41,5.73,99.82,0
2021-01-01 23:00:00+00:00,2021,1,1,23,0,0,13,89.5,258.06,5.35,99.74,0
2021-01-02 00:00:00+00:00,2021,1,2,0,0,0,12.92,89.81,258.65,5.28,99.65,0
2021-01-02 01:00:00+00:00,2021,1,2,1,0,0,12.8,90.38,262.15,5.07,99.57,0
2021-01-02 02:00:00+00:00,2021,1,2,2,0,0,12.68,91.06,262.19,4.21,99.57,0
2021-01-02 03:00:00+00:00,2021,1,2,3,0,0,12.55,91.75,255.32,3.22,99.66,0
2021-01-02 04:00:00+00:00,2021,1,2,4,0,0,12.29,93.56,269.86,2.96,99.71,0
2021-01-02 05:00:00+00:00,2021,1,2,5,70.52,31.85,12.84,91.12,278.46,3.2,99.76,0
2021-01-02 06:00:00+00:00,2021,1,2,6,211.27,95.38,14.32,82.44,272.01,1.59,99.87,0.01
2021-01-02 07:00:00+00:00,2021,1,2,7,370.57,170.27,15.76,74.81,316.32,1.82,99.86,0.01
2021-01-02 08:00:00+00:00,2021,1,2,8,520.84,242.42,16.88,69.88,336.94,2.36,99.95,0
2021-01-02 09:00:00+00:00,2021,1,2,9,647.68,302.3,17.37,68.56,331.98,3.69,99.99,0
2021-01-02 10:00:00+00:00,2021,1,2,10,699.73,323.42,17.33,69.31,326.13,4.68,100.03,0
2021-01-02 11:00:00+00:00,2021,1,2,11,741.9,352.75,17.23,69.56,316.78,5.28,100.09,0
2021-01-02 12:00:00+00:00,2021,1,2,12,792.55,373.7,16.96,70,309.09,5.78,100.13,0
2021-01-02 13:00:00+00:00,2021,1,2,13,858.7,397.85,16.51,70.69,300.06,5.75,100.12,0
2021-01-02 14:00:00+00:00,2021,1,2,14,758.55,346.05,16.3,70.31,289.7,5.79,100.1,0
2021-01-02 15:00:00+00:00,2021,1,2,15,513.2,236.12,16.33,68.75,279.96,5.76,100.09,0
2021-01-02 16:00:00+00:00,2021,1,2,16,285.9,127.98,16.21,68.75,275.95,5.65,100.08,0
2021-01-02 17:00:00+00:00,2021,1,2,17,168.79,73.25,15.54,72.31,276.5,5.9,100.1,0
2021-01-02 18:00:00+00:00,2021,1,2,18,47.52,19.98,14.45,79.44,276.19,6.63,100.13,0
2021-01-02 19:00:00+00:00,2021,1,2,19,0,0,13.48,87.12,273.73,7.2,100.16,0
2021-01-02 20:00:00+00:00,2021,1,2,20,0,0,13.16,90.06,271.77,7.06,100.18,0.01
2021-01-02 21:00:00+00:00,2021,1,2,21,0,0,13.08,90.75,270.53,6.66,100.17,0.01
2021-01-02 22:00:00+00:00,2021,1,2,22,0,0,13.13,90.44,263.67,5.74,100.12,0
2021-01-02 23:00:00+00:00,2021,1,2,23,0,0,13.19,90.06,253.87,4.67,100.06,0
2021-01-03 00:00:00+00:00,2021,1,3,0,0,0,13.16,90.06,245.99,3.94,99.99,0
2021-01-03 01:00:00+00:00,2021,1,3,1,0,0,12.99,90.62,241.96,3.77,99.95,0
2021-01-03 02:00:00+00:00,2021,1,3,2,0,0,12.69,91.81,239.43,4.05,99.95,0
2021-01-03 03:00:00+00:00,2021,1,3,3,0,0,12.58,91.94,235,4.48,99.98,0
2021-01-03 04:00:00+00:00,2021,1,3,4,0,0,12.45,91.75,231.93,4.64,100.01,0
2021-01-03 05:00:00+00:00,2021,1,3,5,104.11,45.6,13.06,87.81,231.51,5.03,100.02,0
2021-01-03 06:00:00+00:00,2021,1,3,6,295.91,131.52,14.82,79.75,230.47,4.76,100.02,0
2021-01-03 07:00:00+00:00,2021,1,3,7,510.87,229.92,17.05,69.81,232.38,4.51,100.01,0
2021-01-03 08:00:00+00:00,2021,1,3,8,715.27,324.2,19.46,59.75,238.96,4.52,99.97,0
2021-01-03 09:00:00+00:00,2021,1,3,9,890.54,404.38,21.69,50.94,250.05,4.9,99.92,0
2021-01-03 10:00:00+00:00,2021,1,3,10,1012.02,464.62,23.3,44.19,258.54,5.69,99.88,0
2021-01-03 11:00:00+00:00,2021,1,3,11,1029.55,476.1,24.28,40.12,265.17,6.54,99.86,0
2021-01-03 12:00:00+00:00,2021,1,3,12,1042.11,478.55,24.48,40.25,270.45,7.38,99.84,0
2021-01-03 13:00:00+00:00,2021,1,3,13,1007.33,459.38,24.19,42.06,272.63,8.13,99.84,0
2021-01-03 14:00:00+00:00,2021,1,3,14,868.8,392.65,23.52,44.88,273.58,8.69,99.84,0
2021-01-03 15:00:00+00:00,2021,1,3,15,706.11,318.35,22.43,48.44,272.43,9.23,99.85,0
2021-01-03 16:00:00+00:00,2021,1,3,16,503.7,225.62,20.95,51.81,270.24,9.53,99.86,0
2021-01-03 17:00:00+00:00,2021,1,3,17,287.49,126.25,19.18,54.88,267.82,9.5,99.88,0
2021-01-03 18:00:00+00:00,2021,1,3,18,82.2,33.77,17.03,60.5,265.94,9.01,99.91,0
2021-01-03 19:00:00+00:00,2021,1,3,19,0,0,15.04,68.5,263.76,8.36,99.92,0
2021-01-03 20:00:00+00:00,2021,1,3,20,0,0,14.08,72.88,262.18,7.74,99.91,0
2021-01-03 21:00:00+00:00,2021,1,3,21,0,0,13.72,73.75,255.92,7.77,99.87,0
2021-01-03 22:00:00+00:00,2021,1,3,22,0,0,13.53,73.19,249.97,7.48,99.81,0
2021-01-03 23:00:00+00:00,2021,1,3,23,0,0,13.4,72.38,246.78,7.52,99.77,0
2021-01-04 00:00:00+00:00,2021,1,4,0,0,0,13.35,70.38,243.98,7.83,99.73,0
2021-01-04 01:00:00+00:00,2021,1,4,1,0,0,13.13,69.12,240.75,8.25,99.69,0
2021-01-04 02:00:00+00:00,2021,1,4,2,0,0,12.49,73.19,242.16,8.09,99.69,0
2021-01-04 03:00:00+00:00,2021,1,4,3,0,0,11.9,77.94,243.81,7.23,99.71,0
2021-01-04 04:00:00+00:00,2021,1,4,4,0,0,11.54,81.12,242.83,6.58,99.75,0
2021-01-04 05:00:00+00:00,2021,1,4,5,122.2,50.85,12.15,78.81,242.34,6.73,99.77,0
2021-01-04 06:00:00+00:00,2021,1,4,6,338.27,144.85,14.02,69.81,241.92,6.58,99.78,0
2021-01-04 07:00:00+00:00,2021,1,4,7,567.03,246.35,16.3,58.75,246.32,6.17,99.78,0
2021-01-04 08:00:00+00:00,2021,1,4,8,769.87,337.75,18.39,47.94,253.31,6.22,99.76,0
2021-01-04 09:00:00+00:00,2021,1,4,9,949.74,415.92,20.08,40.19,259.88,6.23,99.75,0
2021-01-04 10:00:00+00:00,2021,1,4,10,1033.13,458.12,21.31,35.06,266.39,6.16,99.74,0
2021-01-04 11:00:00+00:00,2021,1,4,11,1074.41,479.83,22.04,32.06,273.04,6.3,99.72,0
2021-01-04 12:00:00+00:00,2021,1,4,12,1083.57,481.1,22.23,31.25,278.92,6.62,99.71,0
2021-01-04 13:00:00+00:00,2021,1,4,13,1029.86,452.35,21.87,32.5,282.72,7.03,99.73,0
2021-01-04 14:00:00+00:00,2021,1,4,14,930.57,405.52,21.09,35.25,284.08,7.46,99.75,0
2021-01-04 15:00:00+00:00,2021,1,4,15,740.97,322.7,19.97,39.38,282.51,7.86,99.76,0
2021-01-04 16:00:00+00:00,2021,1,4,16,532.04,229.65,18.62,44.88,280.02,8.34,99.76,0
2021-01-04 17:00:00+00:00,2021,1,4,17,299.92,126.77,16.77,53.56,277.07,8.87,99.8,0
2021-01-04 18:00:00+00:00,2021,1,4,18,86.48,34.05,14.51,66.75,273.02,8.77,99.85,0
2021-01-04 19:00:00+00:00,2021,1,4,19,0,0,12.99,77.69,268.43,8.07,99.87,0
2021-01-04 20:00:00+00:00,2021,1,4,20,0,0,12.6,81,264.99,6.7,99.88,0
2021-01-04 21:00:00+00:00,2021,1,4,21,0,0,12.37,82.94,259.7,5.05,99.85,0
2021-01-04 22:00:00+00:00,2021,1,4,22,0,0,12.26,83.69,251.54,4.07,99.82,0
2021-01-04 23:00:00+00:00,2021,1,4,23,0,0,12.05,85.81,248.74,3.67,99.79,0
2021-01-05 00:00:00+00:00,2021,1,5,0,0,0,11.77,87.62,249.34,3.59,99.76,0
2021-01-05 01:00:00+00:00,2021,1,5,1,0,0,11.46,88.5,251.28,3.49,99.73,0
2021-01-05 02:00:00+00:00,2021,1,5,2,0,0,11.21,90.31,257.11,3.65,99.74,0
2021-01-05 03:00:00+00:00,2021,1,5,3,0,0,11.02,93.31,262.97,3.79,99.79,0
2021-01-05 04:00:00+00:00,2021,1,5,4,0,0,10.92,95.62,265.18,3.76,99.85,0
2021-01-05 05:00:00+00:00,2021,1,5,5,84.59,36.83,11.92,90.31,262.13,3.89,99.9,0
2021-01-05 06:00:00+00:00,2021,1,5,6,253.34,111.42,13.57,80.19,254.72,3.04,99.92,0
2021-01-05 07:00:00+00:00,2021,1,5,7,448.94,200.88,15.44,70.81,262.49,2.17,99.92,0
2021-01-05 08:00:00+00:00,2021,1,5,8,629.92,284.73,17.18,62.62,290.02,2.41,99.91,0
2021-01-05 09:00:00+00:00,2021,1,5,9,806.4,362.95,18.16,59.62,299.07,3.63,99.9,0
2021-01-05 10:00:00+00:00,2021,1,5,10,985.89,448.77,18.66,57.94,295.95,4.85,99.89,0
2021-01-05 11:00:00+00:00,2021,1,5,11,1008.14,462.02,18.73,57.25,294.49,5.88,99.89,0
2021-01-05 12:00:00+00:00,2021,1,5,12,1015.51,463.62,18.53,57.44,293.38,6.69,99.88,0
2021-01-05 13:00:00+00:00,2021,1,5,13,1012.34,457.33,18.17,58.44,290.73,7.19,99.88,0
2021-01-05 14:00:00+00:00,2021,1,5,14,872.71,391.12,17.71,59.69,287.3,7.39,99.88,0
2021-01-05 15:00:00+00:00,2021,1,5,15,706.29,315.35,17.15,61.56,283.66,7.37,99.86,0
2021-01-05 16:00:00+00:00,2021,1,5,16,500.82,221.8,16.6,63.75,280.87,7.18,99.87,0
2021-01-05 17:00:00+00:00,2021,1,5,17,278.7,120.92,15.79,67.69,278.66,6.92,99.89,0
2021-01-05 18:00:00+00:00,2021,1,5,18,81.49,32.77,14.33,75.56,276.65,6.71,99.91,0
2021-01-05 19:00:00+00:00,2021,1,5,19,0,0,12.94,84.56,274.95,6.24,99.95,0.05
2021-01-05 20:00:00+00:00,2021,1,5,20,0,0,12.37,88.88,272.52,5.61,99.97,0.06
2021-01-05 21:00:00+00:00,2021,1,5,21,0,0,12.19,90.38,272.1,4.91,99.96,0.06
2021-01-05 22:00:00+00:00,2021,1,5,22,0,0,12.14,91.19,270.31,3.99,99.94,0.03
2021-01-05 23:00:00+00:00,2021,1,5,23,0,0,12.08,92.12,266.07,3.24,99.9,0.01
2021-01-06 00:00:00+00:00,2021,1,6,0,0,0,12.02,92.81,258.6,2.86,99.85,0.01
2021-01-06 01:00:00+00:00,2021,1,6,1,0,0,11.96,93.31,249.24,2.8,99.79,0
2021-01-06 02:00:00+00:00,2021,1,6,2,0,0,11.91,93.69,243.58,2.83,99.79,0
2021-01-06 03:00:00+00:00,2021,1,6,3,0,0,11.87,94.06,237.43,2.72,99.84,0
2021-01-06 04:00:00+00:00,2021,1,6,4,0,0,11.76,94.62,228.39,2.51,99.9,0
2021-01-06 05:00:00+00:00,2021,1,6,5,60.13,26.98,12.55,90.06,220.24,2.49,99.95,0
2021-01-06 06:00:00+00:00,2021,1,6,6,192.34,85.73,13.87,84.19,216.23,1.61,100,0
2021-01-06 07:00:00+00:00,2021,1,6,7,346.68,157.85,16.33,70.69,238.86,1.22,100.04,0
2021-01-06 08:00:00+00:00,2021,1,6,8,481.02,222.12,18.86,58.56,270.96,1.64,100.05,0
2021-01-06 09:00:00+00:00,2021,1,6,9,694.5,318.3,20.76,51.44,284.65,2.7,100.03,0
2021-01-06 10:00:00+00:00,2021,1,6,10,784.02,361.4,21.58,48.88,299.08,3.7,100.02,0
2021-01-06 11:00:00+00:00,2021,1,6,11,854.47,396.5,21.82,47.81,303.32,4.6,100.03,0
2021-01-06 12:00:00+00:00,2021,1,6,12,948.89,436.52,21.87,47.06,302.75,5.37,100.04,0
2021-01-06 13:00:00+00:00,2021,1,6,13,918.32,419.15,21.31,48.5,298.92,5.99,100.06,0
2021-01-06 14:00:00+00:00,2021,1,6,14,772.79,349.25,20.53,50.69,293,6.38,100.09,0
2021-01-06 15:00:00+00:00,2021,1,6,15,645.93,289.77,19.62,53.5,286.86,6.53,100.09,0
2021-01-06 16:00:00+00:00,2021,1,6,16,462.91,205.4,18.8,55.75,279.47,6.66,100.07,0
2021-01-06 17:00:00+00:00,2021,1,6,17,267.7,115.7,17.75,58.94,272.07,6.69,100.07,0
2021-01-06 18:00:00+00:00,2021,1,6,18,77.81,31.45,16.17,65.81,267.38,6.5,100.09,0
2021-01-06 19:00:00+00:00,2021,1,6,19,0,0,14.51,75.75,265.23,6.51,100.12,0
2021-01-06 20:00:00+00:00,2021,1,6,20,0,0,13.37,84.88,265.04,6.61,100.15,0.01
2021-01-06 21:00:00+00:00,2021,1,6,21,0,0,12.78,90.5,263.05,6.4,100.13,0.04
2021-01-06 22:00:00+00:00,2021,1,6,22,0,0,12.63,91.75,256.67,5.74,100.11,0.02
2021-01-06 23:00:00+00:00,2021,1,6,23,0,0,12.49,91.94,246.89,5.3,100.08,0.02
2021-01-07 00:00:00+00:00,2021,1,7,0,0,0,12.34,91.44,240.71,5.3,100.03,0.01
2021-01-07 01:00:00+00:00,2021,1,7,1,0,0,12.61,87.06,238.17,5.71,99.98,0
2021-01-07 02:00:00+00:00,2021,1,7,2,0,0,12.87,84.75,236.81,5.8,99.97,0
2021-01-07 03:00:00+00:00,2021,1,7,3,0,0,12.54,89.06,238.85,5.43,100,0
2021-01-07 04:00:00+00:00,2021,1,7,4,0,0,12.17,93.38,240.99,5.2,100.06,0.01
2021-01-07 05:00:00+00:00,2021,1,7,5,100.41,43.1,12.84,90.5,240.16,5.8,100.11,0
2021-01-07 06:00:00+00:00,2021,1,7,6,312.45,137.88,14.64,80.38,237.55,5.89,100.15,0
2021-01-07 07:00:00+00:00,2021,1,7,7,533.65,239.6,17.05,67.44,239.1,5.83,100.18,0
2021-01-07 08:00:00+00:00,2021,1,7,8,728.23,329.38,19.22,58.5,244.35,5.86,100.16,0
2021-01-07 09:00:00+00:00,2021,1,7,9,887.41,399.42,21.04,52.12,252.27,6.06,100.13,0
2021-01-07 10:00:00+00:00,2021,1,7,10,1023.65,465.02,22.29,48,260,6.19,100.11,0
2021-01-07 11:00:00+00:00,2021,1,7,11,1038.11,475.27,22.93,46.06,266.95,6.32,100.08,0
2021-01-07 12:00:00+00:00,2021,1,7,12,1068.57,489.98,22.98,45.56,273.14,6.81,100.06,0
2021-01-07 13:00:00+00:00,2021,1,7,13,994.22,449.25,22.59,45.81,274.79,7.4,100.06,0
2021-01-07 14:00:00+00:00,2021,1,7,14,902.59,403.58,22.05,46.06,273.87,7.59,100.07,0
2021-01-07 15:00:00+00:00,2021,1,7,15,719.99,319.58,21.33,46.44,272.47,7.64,100.06,0
2021-01-07 16:00:00+00:00,2021,1,7,16,521.64,228.62,20.27,47.81,272.3,7.75,100.05,0
2021-01-07 17:00:00+00:00,2021,1,7,17,297.99,127.25,18.72,51.25,271.14,7.87,100.06,0
2021-01-07 18:00:00+00:00,2021,1,7,18,85.13,33.67,16.56,58.12,268.5,7.76,100.08,0
2021-01-07 19:00:00+00:00,2021,1,7,19,0,0,14.44,67.69,267.03,7.29,100.12,0
2021-01-07 20:00:00+00:00,2021,1,7,20,0,0,13.29,74.81,265.52,6.91,100.14,0
2021-01-07 21:00:00+00:00,2021,1,7,21,0,0,12.76,78.88,263.06,6.27,100.11,0
2021-01-07 22:00:00+00:00,2021,1,7,22,0,0,12.48,81.44,255.95,5.5,100.04,0
2021-01-07 23:00:00+00:00,2021,1,7,23,0,0,12.26,83.25,245.87,4.91,99.98,0
2021-01-08 00:00:00+00:00,2021,1,8,0,0,0,12.2,83.5,238.64,4.94,99.92,0.04
2021-01-08 01:00:00+00:00,2021,1,8,1,0,0,12.21,81.38,234.88,4.96,99.87,0.04
2021-01-08 02:00:00+00:00,2021,1,8,2,0,0,12.07,79.75,233.51,4.97,99.84,0.04
2021-01-08 03:00:00+00:00,2021,1,8,3,0,0,12.15,77.81,232.94,5.18,99.85,0
2021-01-08 04:00:00+00:00,2021,1,8,4,0,0,12.13,77.19,231.71,4.98,99.9,0
2021-01-08 05:00:00+00:00,2021,1,8,5,82.8,34.75,12.44,75.44,229.15,4.72,99.94,0
2021-01-08 06:00:00+00:00,2021,1,8,6,270.35,115.5,13.68,69.62,228.67,4.05,99.96,0
2021-01-08 07:00:00+00:00,2021,1,8,7,463.22,201.67,15.77,61.5,231.02,3.51,99.98,0
2021-01-08 08:00:00+00:00,2021,1,8,8,643.95,284.9,17.98,51.69,242.4,3.13,99.97,0
2021-01-08 09:00:00+00:00,2021,1,8,9,817.81,360.95,20.21,42.31,260.54,3.08,99.96,0
2021-01-08 10:00:00+00:00,2021,1,8,10,907.87,406.8,21.87,36.19,281.06,3.51,99.96,0
2021-01-08 11:00:00+00:00,2021,1,8,11,941.11,425.45,22.65,33.75,297.27,4.39,99.95,0
2021-01-08 12:00:00+00:00,2021,1,8,12,1002.12,452.77,22.33,35.25,302.44,5.33,99.96,0
2021-01-08 13:00:00+00:00,2021,1,8,13,1007.3,450.33,21.43,38.44,302.01,6.07,99.98,0
2021-01-08 14:00:00+00:00,2021,1,8,14,888.96,393.9,20.29,42.56,298.28,6.33,100,0
2021-01-08 15:00:00+00:00,2021,1,8,15,727.84,321,19.15,46.88,292.56,6.21,100,0
2021-01-08 16:00:00+00:00,2021,1,8,16,522.09,227.77,18.14,50.81,286.65,5.88,99.99,0
2021-01-08 17:00:00+00:00,2021,1,8,17,298.34,127.02,16.89,56.44,284.66,5.93,100.01,0
2021-01-08 18:00:00+00:00,2021,1,8,18,83.94,32.88,15.04,66.12,282.67,6.21,100.05,0
2021-01-08 19:00:00+00:00,2021,1,8,19,0,0,13.32,77,278.74,5.93,100.08,0
2021-01-08 20:00:00+00:00,2021,1,8,20,0,0,12.4,83.75,278.07,5.68,100.14,0
2021-01-08 21:00:00+00:00,2021,1,8,21,0,0,11.88,87.62,275.38,5.85,100.16,0.01
2021-01-08 22:00:00+00:00,2021,1,8,22,0,0,11.8,87.88,269.22,6.09,100.16,0
2021-01-08 23:00:00+00:00,2021,1,8,23,0,0,11.92,86.88,265.75,5.98,100.13,0
2021-01-09 00:00:00+00:00,2021,1,9,0,0,0,11.97,86.44,266.66,5.9,100.09,0
2021-01-09 01:00:00+00:00,2021,1,9,1,0,0,11.91,86.94,265.09,5.78,100.05,0.01
2021-01-09 02:00:00+00:00,2021,1,9,2,0,0,11.8,87.75,261.85,5.46,100.01,0.02
2021-01-09 03:00:00+00:00,2021,1,9,3,0,0,11.3,90.69,259.93,4.76,100.01,0.01
2021-01-09 04:00:00+00:00,2021,1,9,4,0,0,10.74,94.12,256.44,4.72,100.03,0.01
2021-01-09 05:00:00+00:00,2021,1,9,5,99.43,41,11.3,89.06,249.89,5.56,100.06,0
2021-01-09 06:00:00+00:00,2021,1,9,6,318.66,136.55,12.7,76.69,247.19,5.36,100.09,0
2021-01-09 07:00:00+00:00,2021,1,9,7,547.78,238.92,14.44,65.25,252.65,4.81,100.09,0
2021-01-09 08:00:00+00:00,2021,1,9,8,747.12,330.3,15.93,58.62,263.17,4.53,100.1,0
2021-01-09 09:00:00+00:00,2021,1,9,9,905.64,399.8,17.16,53.44,273.93,4.73,100.09,0
2021-01-09 10:00:00+00:00,2021,1,9,10,1034.28,461.85,18.04,49.94,284.94,5.25,100.08,0
2021-01-09 11:00:00+00:00,2021,1,9,11,1057.94,475.98,18.3,49.25,292.67,5.99,100.07,0
2021-01-09 12:00:00+00:00,2021,1,9,12,1063.22,478.38,18.04,50.56,295.15,7.01,100.06,0
2021-01-09 13:00:00+00:00,2021,1,9,13,1010.43,450.2,17.46,53.31,294.32,7.95,100.07,0
2021-01-09 14:00:00+00:00,2021,1,9,14,918.13,405.23,16.86,56.12,291.36,8.38,100.09,0
2021-01-09 15:00:00+00:00,2021,1,9,15,733.41,322.88,16.33,58.75,285.78,8.24,100.1,0
2021-01-09 16:00:00+00:00,2021,1,9,16,521.96,227.6,15.84,61.25,282.16,7.67,100.1,0
2021-01-09 17:00:00+00:00,2021,1,9,17,282.38,120.48,15.28,64.06,281.6,6.78,100.11,0
2021-01-09 18:00:00+00:00,2021,1,9,18,67.7,26.95,14.46,68.69,281.93,5.77,100.13,0
2021-01-09 19:00:00+00:00,2021,1,9,19,0,0,13.76,74.44,283,4.65,100.18,0
2021-01-09 20:00:00+00:00,2021,1,9,20,0,0,13.27,79.38,283.86,3.95,100.22,0
2021-01-09 21:00:00+00:00,2021,1,9,21,0,0,12.85,83.5,283.24,3.35,100.22,0
2021-01-09 22:00:00+00:00,2021,1,9,22,0,0,12.37,87.5,279.38,2.75,100.2,0
2021-01-09 23:00:00+00:00,2021,1,9,23,0,0,11.9,91.19,273.53,2.59,100.17,0
2021-01-10 00:00:00+00:00,2021,1,10,0,0,0,11.56,93.75,266.55,2.56,100.13,0
2021-01-10 01:00:00+00:00,2021,1,10,1,0,0,11.29,95.44,258.79,2.43,100.1,0
2021-01-10 02:00:00+00:00,2021,1,10,2,0,0,11.06,96.56,251.04,2.29,100.08,0
2021-01-10 03:00:00+00:00,2021,1,10,3,0,0,10.92,96.88,242.09,2.13,100.09,0
2021-01-10 04:00:00+00:00,2021,1,10,4,0,0,10.76,97.19,234.02,1.9,100.11,0
2021-01-10 05:00:00+00:00,2021,1,10,5,101.13,41.67,11.58,90.81,228.18,1.72,100.13,0
2021-01-10 06:00:00+00:00,2021,1,10,6,308.36,134.05,13.55,75.62,252.43,1.6,100.14,0
2021-01-10 07:00:00+00:00,2021,1,10,7,530.48,234.67,15.22,67.56,287.4,1.6,100.13,0
2021-01-10 08:00:00+00:00,2021,1,10,8,733.4,328.75,16.37,61.94,309.01,2.17,100.11,0
2021-01-10 09:00:00+00:00,2021,1,10,9,907.74,407.65,17.23,59.12,320.15,3.04,100.1,0
2021-01-10 10:00:00+00:00,2021,1,10,10,995.18,451.75,17.77,59.06,324.1,3.93,100.11,0
2021-01-10 11:00:00+00:00,2021,1,10,11,1027.85,472.7,18.06,60.5,323.74,4.79,100.11,0
2021-01-10 12:00:00+00:00,2021,1,10,12,1032.87,476.27,18.15,61.94,320.57,5.54,100.11,0
2021-01-10 13:00:00+00:00,2021,1,10,13,978.78,448.33,18.05,63.81,316.66,5.9,100.12,0
2021-01-10 14:00:00+00:00,2021,1,10,14,835.98,379.88,17.85,65.81,313.98,5.81,100.13,0
2021-01-10 15:00:00+00:00,2021,1,10,15,682.91,309.4,17.54,68.25,313.68,5.53,100.14,0
2021-01-10 16:00:00+00:00,2021,1,10,16,482.7,217.25,17.04,71.75,314.64,5.27,100.13,0
2021-01-10 17:00:00+00:00,2021,1,10,17,258.91,114.17,16.26,77.06,314.66,4.95,100.15,0.01
2021-01-10 18:00:00+00:00,2021,1,10,18,65.13,26.9,15.38,83.56,311.91,4.44,100.18,0.02
2021-01-10 19:00:00+00:00,2021,1,10,19,0,0,14.82,88.69,304.9,3.87,100.23,0.05
2021-01-10 20:00:00+00:00,2021,1,10,20,0,0,14.62,90.31,293.76,3.73,100.29,0.08
2021-01-10 21:00:00+00:00,2021,1,10,21,0,0,14.4,90.88,283.11,3.84,100.31,0.04
2021-01-10 22:00:00+00:00,2021,1,10,22,0,0,14.05,91.06,271.15,3.87,100.31,0.03
2021-01-10 23:00:00+00:00,2021,1,10,23,0,0,13.55,91.19,259.73,3.99,100.29,0.03
2021-01-11 00:00:00+00:00,2021,1,11,0,0,0,13.06,91.25,251.14,4.14,100.25,0.02
2021-01-11 01:00:00+00:00,2021,1,11,1,0,0,12.62,91.06,244.89,4.07,100.21,0.02
2021-01-11 02:00:00+00:00,2021,1,11,2,0,0,12.15,91,239.67,3.95,100.21,0.02
2021-01-11 03:00:00+00:00,2021,1,11,3,0,0,11.8,91,236.39,3.93,100.25,0.02
2021-01-11 04:00:00+00:00,2021,1,11,4,0,0,11.69,90.19,232.16,4.15,100.3,0.04
2021-01-11 05:00:00+00:00,2021,1,11,5,94.81,39.1,12.03,86.69,227.91,5.15,100.34,0.03
2021-01-11 06:00:00+00:00,2021,1,11,6,309.13,134.2,13.22,77.38,228.97,6.09,100.39,0.01
2021-01-11 07:00:00+00:00,2021,1,11,7,535.48,235.95,14.99,65.44,233.31,6.62,100.42,0
2021-01-11 08:00:00+00:00,2021,1,11,8,734.73,326.58,16.55,56.25,238.16,6.55,100.41,0
2021-01-11 09:00:00+00:00,2021,1,11,9,903.32,401.2,17.84,50.69,244.04,6.12,100.4,0
2021-01-11 10:00:00+00:00,2021,1,11,10,996.38,445.75,18.87,46.62,253.03,6.01,100.38,0
2021-01-11 11:00:00+00:00,2021,1,11,11,1050.3,473.3,19.53,43.56,261.95,6.33,100.36,0
2021-01-11 12:00:00+00:00,2021,1,11,12,1060.06,476.9,19.85,41.06,268.64,6.83,100.33,0
2021-01-11 13:00:00+00:00,2021,1,11,13,1009.05,448.67,19.71,39.94,273.25,7.4,100.31,0
